-1757 1697  339 -1025
737 -1581  -5969 730
855 -693  6064 -681
-750 1363  2405 -3867
-3665 -2011  -983 398
466 -1200  3287 -3738
2141 3819  -1639 2088
-6835 -3606  771 -2525
636 -3753  2861 -4492
-3509 3323  2640 1972
-1713 3058  -1047 -8437
-2706 -277  1698 2912
3922 2121  -4215 -4651
1037 5094  393 7522
-2936 3517  1501 653
7077 2584  -1649 -2100
-2467 -1838  -1530 -1421
1515 447  -52 -215
-1162 3076  -3434 2310
-1268 -1505  563 -1874
-3711 378  2484 1598
1633 -2700  1004 -3058
-7434 2832  -3428 4722
3625 -1211  -1449 4149
602 -4183  702 -1538
-2714 -1398  -2859 -1927
2440 -4  1841 1825
-419 -187  2939 2832
-2175 -3622  4823 1016
2215 9926  2060 -4294
5780 5614  -1952 -1158
-3337 -3197  4112 -396
-6242 -2425  -1296 3964
152 -516  839 -983
768 -663  -1396 1158
2899 6375  -420 976
-1884 -659  1497 -6662
275 5912  3994 4011
16 -1571  -2411 2915
-4444 -2301  -310 776
-214 -2443  -640 700
3560 2287  3401 1521
-4172 2194  1928 6562
410 -2245  2425 -1681
1703 3297  -3224 -858
2429 363  5952 625
475 2501  1775 -755
1898 -7159  -4207 -931
1633 2894  -3664 -1796
590 -1863  5066 -630
-1883 -551  -48 1360
-5228 -1991  -4832 930
-510 1301  358 -4265
3897 -4995  2801 -3010
-2944 7  -1005 2636
-3375 -1786  1851 -3469
-1681 2670  1373 -4579
2442 -4649  -909 -10367
0 1040  315 39
1018 -2873  1532 -998
2658 1540  -5291 1494
-1546 -1633  2782 1722
-136 268  -2072 1574
1287 1982  -6136 -8250
-1267 1657  -1981 -2429
-3394 2613  843 2528
-2670 -2870  1330 -2500
-4302 -3663  460 704
554 2821  1161 882
-66 3265  -3352 -2214
2365 -1821  1453 -538
299 55  -1350 9296
1868 2343  -3429 2402
-1590 1131  -150 -4862
1913 1382  832 -1334
379 7355  2924 2737
1396 1867  -2591 -1888
3936 2975  -880 -4327
-418 3586  988 2360
-4959 -567  -1754 -3069
107 1982  -2215 813
1620 2347  3089 2098
-1897 -908  3025 -1557
2033 3929  -2081 1346
-436 4157  852 -457
-4294 -705  -4829 -5555
-695 1648  1971 -307
-193 -1677  1709 4756
2543 4942  -688 -2458
-2565 -1343  -917 4468
409 -1658  -3586 4035
844 8732  -118 3977
-1264 -1652  -2833 84
2263 75  200 -2825
-3098 -3188  -2911 -6675
-1315 -721  -2128 132
-4815 3236  3993 -3181
-2621 -261  -657 -3237
-5384 -2580  2409 -4955
1464 -2310  -2640 393
-1848 793  1158 2460
4507 529  -1632 4280
112 -4583  -1263 -38
742 -553  -1261 -1814
2910 1046  -4769 448
-2575 -1820  -779 1088
1881 -2543  493 -841
-2001 238  2914 -335
435 -1891  278 -1271
-4703 -1974  -2987 2580
-902 5903  1670 5129
4270 1601  -5482 -2981
-1697 -3401  2571 -1277
1049 382  -3515 555
961 -47  -3392 2589
2633 -1030  -1487 -1328
-1640 1841  -1402 -11321
4657 2732  2197 -2710
460 3802  854 -5505
2487 -399  2350 -1534
421 4870  3856 2127
1986 778  3893 -2584
6797 -423  1719 -966
2780 2650  97 1463
-591 2793  -1464 -2364
2222 -649  -2253 1458
1767 1923  937 -2119
1641 -2363  1474 -3675
1951 -4206  -2399 369
1642 1580  5607 -43
4227 -2611  3174 -430
-872 3304  -2038 1146
2319 2335  -289 5900
-846 1923  1741 -118
-523 -2977  -2405 10
-2336 -1491  1366 -2899
-1848 250  -36 -658
1524 1339  -2101 -978
-624 -993  1750 1438
-2802 745  3397 2118
-2806 -381  557 3505
7759 454  -5546 510
-183 1976  3690 -9471
880 -3207  257 -3103
1410 1331  -4864 4516
-2288 895  -4534 -3492
2445 -314  2397 -4797
-2102 -963  5939 -429
4636 -2524  1452 -2561
-1795 3828  2493 178
3650 -2417  -409 -3524
-4133 -1098  791 2196
-1053 2902  3251 -2614
534 -3688  -1414 -180
354 4443  3630 -961
-2366 4543  1144 -3826
-6389 -168  1908 1118
575 -2188  -3557 -5483
-398 857  4728 2042
1727 -1132  -5045 -272
3770 3369  -1914 1198
-2460 4326  4305 2880
-76 -1457  561 1327
-48 -525  -1218 -1797
1017 1178  -1562 5009
-1197 194  -4574 -5334
5167 941  -3034 2920
7453 10110  -4982 -1641
-2622 -464  3528 1529
1490 -1093  -5735 672
-2766 -1049  -1465 -5869
-2457 4468  53 -727
1073 -7553  1223 1014
1024 791  5204 -1869
1751 -718  137 -1659
-2207 -2798  4739 -1570
2084 4351  4287 3076
-462 -1317  -3592 1318
770 -4782  -1436 425
1227 -2356  668 -646
925 -3819  3121 -1023
244 -2493  -2747 1648
-3127 3057  4214 -2901
2397 1042  903 4017
2267 1269  -1004 -623
-2979 -343  1997 -3844
-25 261  2113 -3631
4286 1313  2700 -1872
-268 822  626 3648
3059 -4858  1611 -1910
-3158 -484  2397 1895
-1855 -2428  -692 -3168
-1084 2595  -3631 3213
2987 -1321  -6796 -3174
3361 -192  -2929 -1513
1528 -71  -4117 6414
-770 -706  -1652 1397
3081 -4910  -389 160
-3081 2219  751 494
2337 -412  1745 -1176
-5396 -3718  -9436 290
1410 -2064  -2616 -463
-3256 -125  -1570 1553
1854 533  -984 -1060
-3838 2322  -1475 528
3541 1605  2139 -2316
6287 3345  -5528 -1871
1387 -832  -375 952
1653 373  2288 -3565
-2752 -2566  -3152 -3572
-404 4131  -1010 -3687
-2086 -1089  1211 -1824
2237 -1229  3258 -1669
1605 265  5944 -3686
-2403 2101  -2727 -1683
610 5689  606 -1709
-3888 1794  -3934 2404
3163 1379  -1000 -3263
92 4721  737 1773
-1717 -514  2727 -446
-7423 1458  -784 6913
1341 3332  -1655 -1850
-1061 -675  -1670 -1869
2064 3473  4653 -328
-1825 961  -849 324
-301 -141  -6603 1760
-593 -1046  3997 -1395
727 3468  -1536 -4925
-1032 -2765  827 2927
2321 -3574  192 8824
3586 3559  -1724 556
-3196 1762  -2273 4531
3806 -2072  227 -1545
1437 1759  -2592 -1126
-456 -3338  -674 1062
5210 -1352  -534 3295
22 -679  875 204
-2290 2238  -1822 5879
3527 -3492  3619 4128
996 -162  1335 1192
6348 4291  -5453 4619
339 -2043  885 -5119
-1278 4491  -102 -247
-4970 -3728  3562 -1156
-2856 -6092  -259 -1275
3706 -1722  -2810 -144
-1946 827  1904 -1627
3253 1833  456 4180
1823 203  7930 622
-1684 -4599  -962 -5413
-2956 -4962  -1219 -5745
-3800 3332  -1301 3951
-374 3237  3088 -4113
-2410 1381  -238 4709
-975 -1076  5416 2689
1335 1481  -5935 1109
251 -2487  -1682 -2187
-404 -923  547 -3963
-6531 569  -7051 -947
1668 5846  1643 -1248
-1179 -1861  314 -7272
-3390 -6303  2621 -645
6031 -2168  -971 1857
1149 -2359  -1424 2928
-2565 -3912  2325 1634
-2070 -1720  2381 2770
-2800 -4228  3693 1273
-4587 1085  -1104 -2017
-2321 -4732  -5281 -2394
-1811 1088  -507 -5698
2794 2196  784 4658
1645 -1091  382 1100
-6004 -249  -326 -1710
3370 -4628  1322 1585
-365 4340  3538 1098
2657 -1439  -1499 -970
905 -3080  -1488 8470
-4681 24  -2214 845
668 5793  -1766 -565
6422 -3667  -3053 1861
1252 -3952  3430 -221
2480 1321  -2585 2040
1877 -1726  -5112 -126
-2813 -710  -2361 -53
-2510 2138  1226 1139
2479 -66  1403 5429
-2689 -3757  -1042 2717
-620 973  -2507 1901
-1055 786  -1193 -2934
3814 5321  3686 -2471
-1224 424  -1276 -4503
5135 -1296  2373 -552
-3051 -6656  -292 -2581
-3945 2628  1620 1044
287 911  67 -1540
3769 3  12 -1213
3419 -203  3692 642
-3447 2854  -625 3598
4304 -239  2802 -1790
3649 4985  3051 2717
-75 3713  -1671 -2421
-1581 -35  3434 727
473 2596  -671 2867
-267 3999  -366 -3559
-1944 5172  1635 4236
-2161 -2914  1316 -2675
1360 -429  -3638 -12
-3875 477  3693 -1251
-484 -82  -1701 -152
-1815 -1345  2582 4185
-588 -2040  216 4917
1760 1444  1521 -4518
125 272  867 3434
343 -3683  -715 1358
-4233 -2881  3453 -1656
-1215 197  4435 -5285
140 -434  -4720 2694
58 -1244  -1101 -3234
-4535 -3201  7906 -2599
-1090 -2576  -1696 -928
1587 -2924  -804 -1939
-2263 -3319  -646 -2068
-5407 -3650  2047 1182
-219 -1325  4251 -1937
-716 1853  -410 -6084
1250 -2430  -1896 389
527 -3044  53 968
1918 5693  2533 410
2939 -805  -7856 1991
611 -245  -2901 4185
-6050 3835  -991 -5059
-3531 -604  2294 659
-3416 -740  2795 -58
-929 -1910  2236 -549
-490 -834  -5292 2156
-76 -387  -2781 -631
-3800 2744  -4304 -2242
-3355 -399  -1476 -974
9527 -1045  -445 4262
2597 7914  2064 -3722
-4932 741  -5829 -1178
-3043 114  0 -531
-4210 855  930 8112
-1072 2054  5407 3052
-172 -867  4802 9197
-1205 -2817  -1053 2259
-91 -1364  -4243 1574
-1539 4489  -2097 -1795
-3153 -5701  1278 2126
-3634 -237  -408 1169
1633 -4111  -6429 -1936
-2794 -6194  -1663 -2209
1564 -777  1318 -2591
2541 -3481  4256 -2045
2977 2324  -3406 2314
-2523 2275  -1864 -4413
-2307 1661  293 1147
-2006 695  1543 1472
3094 2675  5676 2456
-2323 -1835  -399 -1708
-1520 -3441  -2541 800
3553 -1979  2926 -2552
1828 5799  2609 -5226
-1124 -4596  -3106 -2100
3479 -1813  -155 4037
541 -4256  4477 170
1834 313  -1492 1692
-577 5357  -2856 -255
-2708 501  -123 -292
-1451 -2057  196 2076
2516 2  2212 -124
1140 5350  -3352 1418
-294 -2227  644 938
1049 424  -3181 230
-3862 -3079  1838 -464
122 3158  -5369 -2053
6299 297  -1003 221
4210 750  -169 -1207
3031 2010  2414 1826
1563 -875  177 -575
-1949 -578  310 -1073
-637 -3543  1210 2210
597 -2095  2672 2440
1026 1168  -678 -2657
-593 -4753  153 -3235
-5284 390  2468 -3664
2416 -5980  -4239 441
3041 -5651  3046 5308
2454 -4946  -1513 -2247
-881 139  -6677 654
792 1149  -2193 -4452
2061 882  2869 940
2204 2032  1549 -2812
324 2441  449 6262
-2053 -1286  -833 4311
333 3452  -2657 4974
695 -2836  -8499 -947
-865 -2448  4637 -2406
-1422 -297  -464 760
-2809 -1548  795 4574
-4531 -1735  -532 -442
1650 -5793  1311 4507
2475 4156  -1385 -1233
-3281 -698  6591 4255
2344 -637  -1896 3441
4187 352  -1084 3518
352 284  -1108 2586
531 850  4515 3986
802 -2996  560 -2771
-73 1585  3794 -1606
3252 -1650  2122 -1515
-1926 501  3759 -298
2213 -879  2041 5587
-2447 4856  -3248 -4186
4055 2448  -5072 -572
1063 2920  189 5228
5829 1439  -4526 -227
4069 743  872 -4345
-1947 1101  -1601 779
-4404 197  3695 -1277
473 44  -486 3583
-557 1324  -2456 -366
155 -1586  -2029 -5152
-3453 -987  1996 -5731
166 4939  2163 2228
-5484 -2972  2190 -7768
1554 -1070  2193 1083
3137 947  3058 -471
1726 -5036  2062 -2653
2738 -1921  2581 1112
2045 -237  3580 -272
-61 -8071  2726 5545
-3696 813  -1302 1369
230 682  -326 1595
2105 4007  -2757 1193
1289 -2097  -3352 -592
-52 -972  3928 1173
148 -2685  -1465 -2138
-3528 3061  1526 2103
-5780 2629  -2215 -3158
-5236 -4616  1992 -3594
-3063 188  -1308 3017
3066 -442  -1210 -5688
-1597 -358  -2297 -2033
-1333 -2164  -931 1565
1339 -156  -686 4118
-2109 -8082  -7230 156
2610 1825  1821 4605
-3422 -1005  -1887 -1754
2525 390  1437 2152
7581 496  4989 -4859
3719 -1856  4477 -4478
-2766 -538  -2367 -3507
2071 1330  572 113
826 -3353  -947 1601
-1392 1026  -4552 -3440
-3231 725  -2902 3029
-3847 -1444  -43 2798
-2327 3387  -3601 4119
796 2684  -2790 2169
-5665 -2087  7650 -1948
3802 609  -1499 3664
-2168 -115  -1947 -625
-1078 -136  -3979 2973
286 -22  -1698 -2923
-583 2422  -3501 810
1620 7735  -4895 -3620
-3258 -2026  170 2822
-1030 -2856  4904 -7683
864 -223  1512 -581
-6837 3249  673 -3035
-4698 -3289  -4161 3237
-1394 -3328  -957 3404
-353 -1195  -2226 3711
-5430 -1913  561 -186
7219 -2306  -3507 1924
234 2633  1823 5411
781 259  -166 -671
-1455 -99  -1325 5815
6716 6491  -52 -3573
-1073 -1679  2229 -1496
1119 -627  -185 -2455
4140 -402  -292 914
-3377 -36  -4419 -3812
-2175 -473  2267 3796
673 1047  -4781 1223
-1312 -106  -1643 3015
311 -628  8835 4168
-1546 -102  -9405 1136
-6612 2294  -719 2809
-1510 -3959  -1922 -2952
-3175 -3378  448 -5454
2959 -2483  6283 345
2250 -3509  -1357 1532
2227 1624  -5184 1856
-2045 -4776  2053 -2144
3186 -439  769 -2448
3194 -1494  -6017 -1056
1731 -1648  2151 -3054
1445 -5174  -57 3554
893 7872  -2306 -350
64 -2335  -1338 -1129
-1724 2311  935 4547
958 2669  -3374 1176
-7820 1175  -2935 -946
1621 413  200 -224
4694 -1673  2530 -348
203 -2250  4073 -4702
-7738 2426  -3132 -4395
-817 1848  -801 -2650
-520 -1962  4683 3867
4478 -2133  -3699 -4377
2328 -4543  -1529 -3181
389 53  302 -264
-341 2235  -1727 1467
-2751 5150  6084 2907
2978 1710  464 -26
-3249 3114  1622 -529
514 -1608  -8154 3011
-860 778  -1038 1818
-1972 -1216  -1376 3935
1909 628  -549 2009
-2581 -2613  3207 1015
-321 -245  -3650 2244
-7877 -3057  -2121 -910
-4712 -4901  1491 2638
257 93  -5442 -863
-728 -196  2773 -1393
-2437 7662  -1627 392
-1067 -3908  -1188 723
1462 -3101  -2303 -1722
-407 1427  4125 1523
5090 -665  3267 -1901
-1302 65  2523 1390
4425 1313  -4028 845
-4496 2352  -507 1816
-3418 -159  1866 501
3301 3821  -274 3098
-3635 9150  -494 4608
910 -4810  2708 257
991 232  -4551 1857
3552 5579  -1233 -5055
33 -910  -4350 -2056
3658 3882  -527 -2965
932 -2369  2476 -1444
-1609 1019  -1885 2827
93 804  2467 1195
768 3236  -2178 4111
2263 3092  -5932 766
-3460 -111  -2033 -1769
-2956 -232  -178 1916
-1287 2944  -2600 -1421
2015 -2477  -468 285
87 2739  -4408 2309
916 3583  -1258 2492
176 1107  -2475 2753
-971 5966  75 -1163
-1515 1616  69 3562
-3322 4111  4644 -1706
1425 -2350  -892 1578
-2425 795  -1216 5350
2431 -413  -7377 1220
2770 -835  399 1534
-1558 -3841  -4053 -1272
792 -312  3519 -2344
777 2686  -2898 -4322
-905 249  -3256 -168
-908 -293  -2011 -3771
439 394  1335 -1781
1039 1791  -6884 -4541
5309 2218  -642 -4866
-1206 2101  -678 -885
-1438 3162  605 -2863
-1644 -10637  -2502 2260
246 3163  -3625 -3859
-1122 -1907  -2479 -2241
-5545 -1366  4381 396
711 2725  -637 -3903
-4009 241  627 -1039
-388 2007  198 -829
569 -10  1321 -2193
3342 493  481 653
-2146 1310  -1457 901
-398 2165  -1731 6000
674 -3916  921 -1590
-179 -1273  722 -1186
3242 -2232  -3674 -1025
1378 381  -2825 -2146
-136 -1748  1708 5628
4589 5535  4330 1737
-801 -4744  -3727 -920
-658 1821  -264 963
2473 1017  4364 -163
905 -1143  -1502 -541
694 177  -530 -1265
-2410 -1847  329 2905
1221 583  2160 625
-1851 1977  -2443 1795
-2902 1487  -1822 -5154
-4061 3811  3247 -2208
-93 -2892  -725 -864
-3238 701  -1293 -4763
-24 1436  3084 -2786
8387 1955  4893 1518
-5964 -1537  -1518 -996
1085 -1102  2054 -5092
3654 209  4051 -4177
547 2391  -1194 -4129
-2904 -5905  22 4295
-3434 -3485  -1625 1145
-377 -830  -3518 -3281
3647 1855  -2852 741
-2579 4486  -1215 -893
691 2858  403 -1563
-6009 3025  939 366
-739 -3284  1982 1678
862 -2613  5027 -2263
-4915 2198  975 2454
-2714 -2149  720 284
-4958 -1615  -645 -4520
2260 1335  -464 -1034
3597 252  -4183 -3443
2114 -3735  -334 1346
2439 3652  -1647 66
2058 -2877  -2065 -224
1991 2986  -1980 -1886
990 5173  2869 2159
-5742 -4473  2339 -2989
-381 -2006  -1624 -2417
-1289 492  -1506 -2167
-1157 -505  -922 1564
1092 187  851 -1241
-5216 4509  1009 -2221
-2111 2111  -5136 -362
2802 874  -2802 -1773
-702 1261  2527 -1959
-284 1196  537 -273
2815 -1018  -1617 3765
1178 -4529  -3632 1459
-2808 2719  -896 -1200
5813 1164  4068 -1856
-1511 -663  -4484 1847
4900 -2562  1596 -2113
1562 -3303  2857 -3024
-317 3359  -598 -2054
2735 762  -1000 1734
2997 -148  4973 -329
3971 970  -2149 1181
-1283 -246  -2000 3641
1961 -5721  1236 1436
4116 -2625  1690 -210
-775 1380  -2071 3890
-4798 -1237  1890 -7032
-1742 -534  1691 3350
-676 -888  -5854 1370
-2951 184  -6339 -1901
-863 -325  -5714 -3841
2683 2819  -61 338
-2003 4156  4099 -2832
-29 454  -306 649
1912 4156  -122 -3249
-2166 -3056  -857 1025
2275 -1184  -190 -855
-1485 4587  -446 4491
-1805 3186  1620 1135
2950 4829  -6736 -4854
-570 -1286  -1311 1277
3446 -250  6348 -1258
-1084 -6219  -1196 -1820
2524 -2320  -1654 -2754
3689 782  1684 963
-107 -1801  2916 -3363
2380 6540  -2971 2490
-694 429  2762 1320
837 2737  -1980 -2501
-2370 4480  2437 522
-4162 2584  -3411 4949
-552 686  6718 927
380 4555  292 -1431
-1397 -700  -2896 -771
3254 1175  -2995 3404
-2252 -461  1550 5984
2839 2928  -4554 -1892
4000 1135  5840 -4887
-1842 -1488  -1848 -1564
4321 -1867  -2425 3635
-2665 -2846  -3571 4017
2421 -2488  -980 4502
-614 -9515  3233 -984
476 4297  -4940 1623
-1187 1125  4352 173
2896 917  -1814 3041
3146 2244  4820 -4268
-2129 -5553  681 3009
-2019 1481  5004 -1534
-8548 924  7872 -1693
4468 3008  1348 606
1473 2231  1453 3240
-216 1731  -3888 -3597
-2147 -581  72 2652
6226 4490  -3455 4523
-2442 529  -1061 2101
1315 1747  294 237
-6376 1754  -1947 2909
5706 -85  -6073 -1424
559 -5381  2083 -1397
-2033 -440  445 -2862
7767 3811  6896 1516
2812 -3717  -2941 -7046
-726 3457  -1026 359
-526 -2006  -2139 1235
-522 -564  -2630 4440
2968 148  583 3196
3628 -521  -1340 1829
-1458 -1385  -4754 1066
2832 1774  3014 -1620
2829 -4520  1175 754
-1921 585  -2403 2216
948 -1533  216 -3304
-2274 772  1252 3832
-405 983  -243 -1061
1968 2837  -5289 7178
4427 -3824  -1304 1352
5340 -1662  -2350 -5217
-108 -1679  -788 3488
-3451 1459  -1158 1983
143 -2534  2163 446
-2200 -3761  8030 851
560 2400  -3354 4167
817 -422  1077 -165
843 1720  -1707 2329
46 -897  2138 -1765
-3939 -5286  -108 1536
-1046 1106  -5396 -2429
-1773 -3257  749 1024
1148 3995  -617 2456
2837 -2212  4494 2248
-2605 -1284  -4428 -2089
1560 3406  1866 -8725
-2798 -505  978 6048
-3310 3794  1191 -2633
-4202 216  914 -2299
2654 -8101  174 5237
3239 979  -1170 -233
-5294 -3445  2610 -1619
3490 -3769  -5237 513
-615 -54  -1425 -3871
-2750 -742  -599 -4978
-6271 -2405  1767 2379
-1948 -2517  953 1981
-4228 -1953  -1626 1291
3529 -2941  -2704 -3460
2538 4434  -1217 1529
-2544 -2043  -4458 1795
-2603 -959  -3082 4413
-5526 -3356  1954 -1549
-6506 -77  1650 2547
-4002 -779  283 2652
6562 -358  -2406 1940
713 3230  1305 -312
310 1303  4079 -2306
1163 1645  -199 3647
-2795 3210  3261 -1232
3465 1136  3112 1616
-2388 836  -6217 38
-453 -761  -4309 4066
-4080 -648  -1554 3927
5341 -2402  1653 -5174
3720 -982  4104 -1149
-135 477  -4971 -3954
1743 1325  -5359 214
-415 444  -819 1232
650 2103  -1480 -3567
969 4407  -2517 -2001
-1217 117  4053 -2102
1183 3928  -2314 1275
-1820 1479  239 -570
1088 2027  -4879 4496
-3776 -1317  -1609 -3086
1239 -1712  -1121 -1180
-1429 3681  2437 -5768
-817 3431  623 1602
2101 2796  -695 -2300
3565 1570  3632 314
684 -2847  -1019 1723
2490 4909  836 2488
412 295  -5404 -2285
-895 618  -5982 842
-135 4531  1687 -341
-661 -1467  757 -1180
1603 -2418  -693 1268
3197 -4727  4682 -2111
-927 -1164  123 2128
-2122 -3021  -6920 -1800
-2293 -1492  -5698 -5642
-1753 105  3140 697
3010 -3853  257 -2142
-10998 503  1883 -2499
-1917 -1428  5293 -538
-3469 -765  -1723 -88
-2533 2596  -366 -313
2802 -599  811 -713
2588 2140  -2331 2912
473 3283  -1662 -30
-4139 1409  -2272 -35
3862 2565  861 2423
2970 2704  1378 2774
-886 -454  2987 3072
2618 -567  -2505 -4376
3806 1727  -3485 3061
-1811 -5053  955 1845
-4037 -247  -258 5305
-912 1067  -5509 222
2053 3684  3635 -5730
-3823 738  4799 1204
-852 998  -1178 -889
-8026 -4423  437 -1169
-4096 681  -1504 -2794
-3182 -269  -738 1576
-4357 -3841  -6355 187
-724 35  -3426 327
-2423 812  3372 3940
2444 -3385  466 6139
5536 3039  -141 -6310
-108 -1146  -1937 2247
-752 4309  1105 -1432
1006 -4512  -1966 -2862
-5734 5821  992 -3005
814 2533  -624 1071
-4777 5330  -1863 954
5130 1158  -2086 -6364
-3504 6091  2496 1258
6476 1234  0 -4775
3118 511  3605 -5237
3995 705  -938 0
578 2933  394 -8453
3174 2383  3399 4056
-6841 230  -3157 -3814
-352 -3180  4447 4075
-1349 -310  -674 2416
4258 -2897  341 1605
-2126 2288  -31 1192
-327 -2218  -555 -5121
1579 -2580  6412 -3459
-1177 -3184  4536 5067
-1767 -1975  1507 -3234
630 -2452  667 931
-2859 -1440  -3101 1597
-909 -8530  1961 2476
-1168 -1240  -1825 -1336
-3352 -2785  1361 -5184
1469 -734  4001 -1356
2532 2299  -123 -1572
-731 -2433  -1170 5461
496 -3408  3364 -905
2454 -2364  -720 3594
-5096 1512  -6104 -1955
2877 -2536  -1488 2003
-134 303  563 2308
2164 2112  -3666 1960
1194 -56  -1468 477
1108 -2593  -1175 1111
277 6647  1659 -3937
290 -2888  1369 -20
798 3380  -175 -860
1587 1980  2285 -1784
-1666 -1939  1184 1764
4132 3340  1312 -1195
4600 3195  -3960 18
644 -2595  1107 1514
3636 1685  3918 -2375
5367 5745  298 -3299
2045 3889  3612 2820
4178 -1832  -141 -641
8890 3128  4236 6633
2723 -1787  4988 -662
-1358 1879  -2766 -2406
-881 -946  -2249 1033
-1900 2603  -4270 -2759
2609 1587  204 109
139 777  -1228 42
236 4930  -69 377
-3142 3671  4986 1458
193 1783  4468 1694
-1082 -2358  -986 -3080
-2897 3104  1244 -4075
1920 -270  2057 3284
-2352 138  597 -4094
-7661 1060  -258 -820
3756 423  -1538 -2606
2382 -4203  768 3695
-561 -425  -1813 2927
5940 3465  -515 161
1160 3203  -317 -854
-6986 4129  -1049 4395
-2132 4032  -313 1076
-1455 1984  -1317 -608
-3642 -3311  -511 -4367
4152 78  -4428 8352
-743 -229  -917 1340
672 -1821  -1633 -2237
-846 -207  -596 2939
812 132  256 1998
5577 4103  -2573 1480
814 -1268  1108 4838
1235 -3019  2762 616
2761 3019  -103 -804
1224 2214  1322 -5454
-849 2385  -234 -3171
1689 -2824  -3408 3832
-1205 -2474  -5923 88
-3601 771  -668 -2138
-218 -1868  527 -6621
987 2995  2286 -1304
203 -3459  2940 -2304
-412 -996  -477 -1171
678 -529  590 -3544
-371 -2828  1763 -4221
-223 1506  151 -1659
1851 168  -476 1852
3898 4118  4325 1533
8336 1332  -2810 2559
4508 2640  457 -2742
2034 1781  -4739 -1023
-614 -4483  1476 -6463
-1638 2358  6930 1849
4402 1759  3809 -3566
-1443 3152  -4017 -7135
-6104 4755  -3290 418
-2292 -2456  -1429 -699
7663 -1638  2484 -1396
2002 -1065  -527 -5750
3308 2490  3929 2727
1302 1562  -3596 2443
1971 4503  193 1648
1462 1683  1735 268
224 -1938  -285 156
-1623 4929  -3311 3994
-4725 954  4491 -4226
858 -1385  124 -4882
645 -447  5782 -3988
1073 2575  -3517 1248
-4676 -1691  2682 -1511
-3118 -253  -6762 1849
846 -96  -812 100
-4489 -855  -7136 -5148
8035 720  590 -1332
-1218 -4841  -1185 -2684
125 1581  -1108 -2761
-3377 -325  3701 1155
4326 -1331  -4333 3698
-1206 1344  83 -3801
3969 -3997  -3588 161
-1302 -1715  -3533 2092
-3097 -2718  -2595 4230
-2387 -1345  1032 -6799
-1612 1261  -1120 -1376
-4179 345  -2101 3480
-1458 4069  -4400 1453
-3480 -3520  -4558 1374
-406 -2292  3827 -3460
-3504 2795  4698 34
87 -1672  2063 5140
4481 -2451  282 -493
-3604 -156  -491 -1883
-1015 675  1040 -2897
-3945 -1184  -1072 919
5977 2841  -855 -1295
2522 2174  3433 3456
-1823 -4770  -1666 216
-6502 -1111  -2564 -2059
2832 3470  421 -3626
-313 -535  -6644 10
-1872 -1570  -597 -2693
374 -2481  -1427 -3474
1667 -2851  -1206 2401
-547 -601  -3195 868
1595 560  1356 -1268
-1404 -3856  4125 914
960 1260  -106 -1981
-5146 1859  4664 128
-3208 3516  4884 7751
-456 -1168  -1615 2349
1143 -4453  -5573 4049
1022 -1943  -87 -1615
-1895 -1030  2376 -1049
-3241 -10  -7408 -2772
1301 1181  -3255 -3393
1496 741  -1990 -2476
-886 169  3006 2343
-1276 -608  3810 448
2857 1321  1647 -2547
-1287 1699  -3635 -3807
-2483 1580  2131 1195
4018 -2326  -1306 -3802
-1125 523  1189 1541
3701 2231  -3471 942
440 -4419  4173 2405
-1016 4288  151 1338
1563 2157  -671 -2198
-3424 -1153  1119 -521
1954 5234  1615 -1437
3452 -8  2231 -849
693 -4065  2244 -1537
-5456 -2664  -3446 2812
1449 2668  -514 2700
-2500 -4507  1975 1947
-1601 953  2754 -884
-3294 -773  678 2235
-956 -6048  3309 -3793
225 -1480  -53 7993
-4075 2719  2620 788
1838 846  514 -2883
-2739 198  -286 2992
-793 1555  -587 -3223
1273 1963  4468 -6755
883 -497  -642 -2247
1750 516  -1662 2509
2124 941  -3708 6430
2674 3068  -3219 -1417
-828 3260  -635 -2422
-188 -815  794 2721
-1079 2785  -327 1907
-2361 6971  -3559 262
213 -988  -2401 -3412
2414 -1426  4082 -2287
-6304 1170  -1709 -1570
210 438  260 -4203
8656 -6136  1054 -296
2724 -947  3661 1971
1327 -2128  -2808 -1094
-671 2388  1705 3871
996 -6415  5871 3502
-3483 4021  -132 -1743
1369 -2983  -242 -2319
455 418  -2948 2088
5021 -3800  -681 -569
-1625 -2070  4842 -414
-3903 1630  2905 -3583
-579 -1600  2009 -3838
6320 -4712  2959 6457
1105 -1041  608 -505
2282 1212  -6863 -3202
-3557 -3098  -2032 -3465
-522 2131  -1409 -1994
-2717 3422  1132 638
-3788 3857  -1708 2245
5540 3067  2943 -1384
-138 4266  616 4050
3065 2575  -378 -564
1477 -394  -5984 3022
-617 -2070  -852 4895
227 -48  3859 40
-4581 -43  -1987 217
-913 4028  -4675 2039
-1058 -13  102 -657
493 1462  -3930 -1982
-1115 3479  -1233 -987
3124 -954  3155 5001
1067 428  -2652 -3819
-110 -17  -5654 -372
4243 -2455  -2558 907
1440 1231  -755 -4214
2815 -1157  3948 3676
742 -1219  3638 -4267
-498 2074  -1811 -1913
3969 138  -618 -1376
-4602 -2582  -1939 1024
-137 -4895  193 2011
5800 -1955  -2442 -3057
1080 5528  1124 2806
-385 -2651  3171 2434
839 4641  -3068 -955
-1220 766  -3009 -844
5729 4422  1032 971
3332 3770  -703 99
1588 4517  3950 -3535
534 1215  63 -1955
-2865 124  -6011 -3151
