546 -11  884 -544
-414 -598  165 -279
13 500  173 -678
269 -343  116 598
-274 -138  886 -276
835 183  380 -1140
-652 773  350 -897
-1066 -203  -831 -354
685 -263  217 -319
-93 139  -610 28
-103 -1626  -1026 -140
-398 -73  -70 -175
-8 -705  -405 214
-120 -213  -22 483
740 164  -424 -954
907 306  962 181
97 -369  256 12
1186 -104  198 562
92 -95  -342 423
-422 315  -41 -277
492 121  436 966
348 -24  -934 1095
-20 260  149 1028
-686 385  384 260
756 95  -192 484
-652 -99  1235 -153
-93 486  43 640
-400 -203  413 -547
-489 136  -318 469
384 507  -1097 -949
-6 193  -232 -663
-173 -612  -984 460
187 535  -379 80
-198 123  -704 -982
-378 -303  -1030 212
-347 236  -330 275
431 -738  128 -160
-922 423  600 -532
-996 689  -1360 145
210 804  805 -958
441 315  -414 -593
567 -58  48 356
-268 -7  -1041 713
202 -187  -416 1007
294 -189  -604 466
149 202  538 1073
-5 -152  -81 -144
1431 43  -305 -15
120 940  952 688
1124 360  372 470
25 -238  -358 -267
231 -240  203 -95
135 -168  393 -193
-152 -274  -208 262
-738 -25  133 630
506 549  264 178
155 220  -120 115
432 -20  -62 -126
-815 532  289 -399
30 -162  70 -896
825 169  -397 40
-1037 -465  137 21
-366 393  -115 287
302 64  -942 373
-256 -382  -221 -1
-170 -289  -245 151
571 -634  -340 410
718 673  -264 -112
-259 364  777 97
704 312  1447 -84
937 57  -160 232
-288 64  261 -283
-37 123  -1077 2
-71 345  608 -609
-737 -57  -231 433
453 146  -144 -146
-596 -277  238 -191
408 323  138 377
-24 201  -140 -395
-777 -86  44 19
578 -900  178 185
166 621  -372 515
197 113  24 -523
-241 481  119 -23
-902 228  -781 -225
775 102  -373 -175
210 -69  -101 137
-817 -716  580 -117
-57 153  -577 -50
669 736  -304 -593
-698 -316  763 342
-230 535  879 965
30 112  426 -614
-435 467  635 -24
-837 770  506 -143
-111 520  656 466
-1 440  566 -424
213 -640  550 -519
-260 1046  -826 -142
528 250  654 73
-170 443  514 -436
351 -616  -929 -472
227 243  -362 588
-1217 -530  101 -1291
-28 92  -100 395
-107 -166  -128 -280
-290 -464  -392 -723
645 -867  145 872
-277 -239  -35 88
382 -450  705 -452
174 1075  341 1288
-470 503  621 -25
542 -174  -343 -387
1001 -183  359 299
-277 371  -273 1020
-887 378  62 -141
-95 -443  400 59
-1096 -152  -664 -692
817 -236  -290 -964
204 -17  158 378
-1164 -718  -663 269
185 608  117 -873
24 -618  198 -434
-516 637  298 203
-730 -1465  -414 283
1254 752  1042 307
-522 394  609 503
561 192  73 -226
-309 465  12 80
546 384  159 352
-78 385  38 -651
188 85  524 1290
917 -735  -233 213
-155 -463  1478 -174
-418 -83  973 351
156 -399  -328 -414
848 249  300 707
639 -458  -239 -216
196 309  -174 66
365 -93  -1372 -217
-306 -104  -231 -846
421 -994  699 -200
-129 419  132 1212
38 -118  118 216
-348 32  -553 404
219 80  -636 -357
-1071 -373  -332 -490
-802 318  1030 165
-361 171  -1258 346
-378 -101  53 -214
951 -476  194 -293
907 372  510 448
-498 -173  -90 176
673 -272  -427 462
304 -280  731 8
104 278  -606 106
-60 -216  440 -225
455 -125  -586 -471
608 65  389 485
-748 -715  -246 -913
666 -280  232 169
-849 -174  -489 -816
248 -258  28 -661
-708 62  343 564
-45 -256  700 -416
595 298  154 502
1138 -662  -571 -339
-1048 -66  138 -1135
-222 801  -350 149
-677 87  -547 -65
313 -875  180 113
464 180  -115 -793
1001 -85  -450 -38
112 -94  139 885
-192 -504  703 3
173 250  842 162
-478 1289  -817 731
306 -33  -20 -100
180 -309  -198 225
-200 -557  658 -247
56 255  -420 50
29 -11  -745 -374
223 -145  -5 -861
463 -174  112 -317
-738 520  305 -131
-293 -492  -172 290
588 517  -869 -709
-216 -399  739 119
65 504  -293 -184
202 -433  577 465
651 457  -165 1244
17 330  -535 334
-908 -654  -1008 284
596 53  109 -134
26 -1007  -562 -374
604 -309  155 -198
-396 64  -98 -1134
63 521  518 -377
367 -159  787 -311
-604 75  113 524
-80 389  130 -115
-1132 -282  257 -342
122 -4  217 28
-344 -642  181 -370
49 -40  -263 -312
-668 1158  180 -257
-60 3  172 1362
259 -427  147 -5
620 -1037  56 189
814 -838  515 348
332 380  499 109
-712 95  -632 222
236 212  -264 -675
548 301  -42 677
435 -702  -735 59
58 23  -156 350
-75 -751  522 361
533 48  379 -107
-39 -94  -37 26
-593 535  -435 741
323 440  0 177
178 -366  -593 -540
-352 221  499 -311
-112 37  343 1034
19 -484  483 47
-530 -420  34 -335
1213 -605  1020 216
-214 211  -88 -290
-59 -504  -798 -751
173 561  -267 -609
-52 251  996 -164
-99 -1250  15 -440
-321 297  298 -618
-352 609  458 -497
557 -91  -390 126
-886 -610  -537 77
-821 315  247 249
497 511  197 -932
587 303  -132 286
700 395  60 -270
165 -77  -157 491
369 417  -752 -471
-489 84  -1647 -2
205 24  -215 54
875 13  399 18
619 -580  311 253
-55 309  -122 -317
227 19  548 -634
492 665  -672 377
-296 -14  -187 915
62 386  74 -198
354 -410  701 749
427 284  -380 1026
-213 270  412 349
-195 -678  304 -954
123 -549  154 -80
144 -35  913 533
-198 619  -1075 379
-464 -735  63 1404
-431 146  -827 309
247 -137  330 -418
98 371  151 -518
-308 -619  -83 -477
158 783  -645 97
113 -750  -238 -550
-452 -19  -78 41
-753 -95  -228 233
283 144  703 13
-164 7  75 -168
287 275  134 -997
71 -269  49 -94
-29 -283  -1291 -32
-132 -368  619 1092
271 -1370  -286 686
78 306  -599 -522
860 -98  585 420
-6 874  218 -537
-362 532  190 -154
-897 97  711 635
345 541  -298 -638
-450 -595  482 133
-239 -1483  -9 -338
1055 -900  489 454
-523 554  -611 282
-645 -246  -454 -82
321 376  -147 319
336 -733  -286 -526
-347 -159  -577 201
310 592  396 -523
1039 -306  310 208
20 207  -334 -344
768 -449  357 -628
-698 79  -565 -258
673 -589  525 1132
-336 190  398 -432
118 -70  -980 -87
288 45  -991 -791
-458 1066  -709 826
273 601  316 -865
709 127  -223 -75
591 1171  216 336
-636 -595  272 -146
887 752  941 -687
114 -194  437 -71
-449 -530  -1514 155
513 1  -281 -296
-550 20  438 -543
-148 75  700 -20
20 828  19 -179
407 -263  -589 -443
-465 -189  -1184 2
272 -480  764 -187
536 7  -304 445
23 240  64 -394
-1069 682  48 415
-910 -332  -277 110
682 -579  271 70
542 -769  -792 848
-1258 -694  -514 407
-565 39  364 -1117
-15 126  -357 870
88 -329  -496 410
-300 1119  140 101
-448 180  -275 -955
-810 -10  616 462
-59 -76  483 -101
343 -28  239 -149
275 33  249 -175
538 231  -1270 -330
-121 -165  716 -576
999 90  -213 -717
-540 423  349 -337
281 -408  -339 545
288 232  -799 -173
-76 -78  56 136
381 599  687 -257
312 -455  411 -377
-250 -397  442 67
-554 -395  206 -7
-44 91  -698 -822
-624 -212  4 -440
-247 672  -154 -652
485 -76  151 -405
45 610  -464 55
235 -128  -101 -30
-281 -623  -251 355
461 858  -248 152
192 558  -376 159
386 -47  357 193
560 405  -214 -532
-899 175  395 414
-350 325  -512 1109
224 146  596 -476
611 -317  94 -31
1110 -172  76 695
597 233  334 -142
-466 -89  235 -228
347 413  -488 496
-892 384  915 -622
-410 -271  441 459
325 14  221 344
136 103  94 308
370 -1025  -245 335
-470 -839  454 235
439 -212  -51 758
-710 -458  283 -219
-70 -312  398 -468
835 -26  547 751
-17 240  -262 799
36 510  995 -761
443 532  576 232
-173 1525  -731 305
68 135  -269 -459
844 303  -23 -305
256 306  149 -989
217 -280  -731 548
255 118  446 43
811 -79  -397 -188
324 274  -238 -155
188 -215  501 121
-106 792  55 -15
-653 -226  -938 -438
149 -190  -203 -251
488 -90  -286 132
-240 -481  -229 -540
714 -16  514 -84
-733 326  -194 -727
-91 -890  351 640
2 1200  1027 -494
846 -68  225 -762
6 -129  351 -735
266 264  504 154
-234 -472  806 -865
453 827  -441 -697
-589 -368  -103 498
-291 -246  -661 -582
154 -409  -299 354
-647 370  -381 -970
-554 -201  392 -891
456 -336  -235 -159
68 -219  -900 -416
-168 580  -431 -875
-99 16  377 -354
424 -196  -431 -849
839 -212  -73 -525
-208 219  125 97
494 136  -545 -291
420 -351  -872 86
157 757  145 -613
-26 441  315 -89
-446 836  358 -66
-1 -68  -636 -476
-181 -165  -163 -1077
-993 234  73 439
238 235  312 174
-996 -356  -5 953
-29 -900  123 -170
-509 -31  -75 1112
-642 -90  297 413
414 -654  -716 -848
-87 467  -151 -445
660 82  -147 524
178 219  -381 -397
145 -430  -205 365
6 246  262 116
-695 125  -1 -75
787 -424  -318 294
614 -126  -678 -154
-493 901  145 -31
-473 424  -34 234
657 -54  -120 -237
-571 -117  -90 426
1894 1254  568 218
36 416  -704 180
-390 -126  -727 -857
-25 -294  -653 459
126 681  -765 -278
389 -163  257 379
-1056 -766  468 -1020
-627 511  1527 -355
-123 526  13 199
54 -939  -280 -2
4 743  38 240
1205 -169  597 -1074
-525 -27  -737 -887
-522 -165  -356 1125
-362 -538  683 -425
6 -753  855 328
214 36  1620 -429
44 -146  725 8
62 -728  210 1127
-108 467  -607 288
12 197  -103 82
-63 871  -196 -1004
-203 -452  446 66
237 -602  310 421
-179 549  -424 -80
28 729  -236 -46
366 987  -57 106
172 320  615 -16
246 745  -114 152
-290 514  -364 252
61 288  740 229
-130 74  -542 547
-538 -700  67 -986
52 -145  401 1141
-343 -49  1051 -783
781 -247  111 369
744 118  -981 -454
275 -637  270 543
-102 7  -73 -283
395 530  -190 64
558 -716  495 -221
-525 7  -211 700
-365 779  -408 -164
-81 118  146 230
-328 1162  -449 293
118 -245  -839 -787
-181 -870  276 414
-620 452  -52 232
27 -24  570 277
36 602  -69 -589
-322 80  -211 767
-6 248  711 458
54 511  -349 387
-193 -34  -508 605
-261 32  489 -107
526 308  -377 305
701 -503  -60 9
179 286  -126 310
222 -535  467 595
58 475  -4 96
323 -960  26 -126
-856 533  -453 -37
1176 -161  -119 358
103 -825  62 681
-611 344  756 -67
-440 -581  637 -367
-743 -589  222 -123
-114 -509  197 201
178 -717  -202 706
105 -132  740 -252
676 408  928 86
415 160  371 219
884 82  -383 34
-129 -524  -636 -1175
139 481  -104 1024
-342 419  -356 -51
-244 662  -194 -158
-211 920  -788 -1013
-162 987  -473 -135
-62 310  659 -272
638 830  -157 -739
-127 -325  -784 852
121 565  -35 -354
-309 294  -111 -54
973 844  -445 -210
-505 792  -261 263
-953 -679  -746 444
462 711  -828 -902
-499 458  1584 -177
-664 -798  -393 799
337 -404  437 -569
-272 -152  -923 100
364 -1212  734 -176
902 -431  -208 1104
-596 -269  -704 -286
-499 -348  -343 -107
830 -1105  445 151
106 779  781 761
133 -594  -117 -334
-190 -204  -27 581
-221 -7  321 -756
-85 331  357 -721
375 863  495 32
-968 488  -440 168
434 -690  739 -148
160 37  -426 220
666 -686  93 701
-177 186  -981 -198
-101 281  865 558
188 -177  -524 -160
-89 128  1048 139
397 -700  87 518
647 -514  -38 329
296 711  823 -165
-56 -60  804 133
-205 75  731 -306
-588 182  -428 5
-486 109  -351 -105
485 201  -606 669
163 -1240  359 -82
-539 -355  1046 -973
75 -287  -769 295
93 197  -139 1139
576 -1382  -76 516
483 -36  303 -800
-41 137  152 -150
-242 -738  -134 713
-309 297  -66 39
594 -716  -1349 696
504 -49  538 318
-883 1050  10 417
-58 713  -696 229
-597 -1153  -272 -1128
1273 13  310 219
798 622  32 1068
-115 647  321 555
-948 461  -765 472
-114 38  -675 653
-91 840  -794 713
1039 -444  -306 652
-263 1053  956 639
1035 -663  913 -270
-140 579  366 474
-158 103  56 -151
943 332  742 -108
-397 255  -298 597
314 -44  -595 42
277 -510  121 -141
627 128  120 -334
271 -113  1123 742
1080 430  -6 73
-777 -30  557 -692
523 710  -717 662
-295 -116  253 215
-16 468  126 7
-211 -296  -190 -454
436 298  294 401
-353 878  -408 75
28 -193  917 601
662 -114  4 168
-824 109  452 524
-164 -503  226 392
660 -241  -269 -105
-193 -681  674 764
413 97  64 -783
445 -563  -183 -256
3 -781  -807 401
-77 558  -394 -220
-36 -13  566 -631
-790 -599  -279 -1362
217 -798  -186 -293
-897 536  408 326
-836 361  897 1169
-92 660  -709 -1111
214 -654  -160 477
1627 491  165 -54
1181 483  -553 177
666 729  96 -1556
313 -35  187 1042
-53 -749  -373 663
886 -306  -126 429
163 312  -921 129
626 294  -461 165
-23 1  -211 -563
290 226  24 -96
-535 188  -1229 434
26 -146  -61 -478
-507 306  -399 -196
1005 726  -512 -278
476 514  -131 -380
-53 -403  534 557
-303 -466  892 -400
500 -173  321 -217
43 -1019  -23 741
300 -246  -648 -1108
-329 -831  -409 -799
-549 1020  -1418 740
436 133  1085 110
-240 211  217 1384
318 372  -895 142
646 -246  -18 -539
340 138  -644 133
235 -580  -310 -19
600 198  115 558
57 -605  1408 60
356 592  -359 -597
-1256 -844  330 -576
43 21  473 169
-356 651  449 20
58 -837  286 75
578 -140  -298 127
-399 -454  -121 -584
-923 343  -218 180
-338 455  1135 101
-697 885  585 1222
-908 -1225  -225 603
-1149 149  580 733
-766 166  -311 -704
872 11  732 1247
-537 682  -56 69
-553 -1113  -16 -45
-437 202  787 782
314 -645  786 -126
803 22  211 394
-564 196  453 -293
30 612  -643 -79
-549 597  -43 -66
519 387  -48 83
94 730  -382 228
-398 -934  -67 -113
160 -382  476 417
-541 -329  -701 -476
863 258  -921 -273
-1018 -48  13 -1096
-335 -281  486 -1083
162 882  -119 -328
52 -94  120 -359
-651 -497  374 -486
-77 149  -184 199
-591 499  334 -433
896 261  -19 -339
-1003 -437  1033 256
430 217  -336 539
315 613  -614 37
329 -377  -321 -4
-979 305  -628 -573
562 725  -1059 1250
144 -210  591 318
-292 143  119 -272
274 211  -186 712
-340 -1154  -259 275
-623 1110  623 43
-8 -247  -925 217
-273 -397  -505 -388
419 -716  44 565
-330 -504  -155 481
-964 -543  -40 -26
-382 67  1128 -11
-400 -282  -430 556
537 -482  -45 -412
-593 -240  410 -268
-552 1205  -117 -276
272 925  150 260
540 98  949 418
-93 -264  -176 450
146 73  120 918
-548 -457  1312 535
-64 612  -148 -343
-511 41  85 -141
-780 -116  422 1147
412 -339  -990 -937
180 392  -143 -123
187 499  -176 347
-373 450  -402 -291
-55 119  -846 -603
-208 501  -148 -121
144 -431  293 974
444 224  -17 -37
-185 113  573 249
426 -226  292 -367
1238 603  140 29
471 1324  -250 -228
-542 -766  1146 827
-49 56  841 -409
299 40  1100 46
-262 -959  146 -148
-93 -234  -484 -280
-243 54  -1039 -146
-619 -191  4 -487
-473 221  163 637
369 -231  -663 154
-639 -75  194 -295
130 214  378 641
-605 -10  -569 -192
21 -23  -941 -289
-99 65  -753 -3
-780 234  35 375
265 -375  -301 402
-616 121  -221 491
-86 75  1057 951
-579 -375  1145 -44
184 -468  -172 499
-524 -643  370 1485
694 571  765 -289
-233 -325  389 338
654 -155  -297 -246
142 935  -931 -405
-53 263  -1298 -72
87 121  -591 274
571 -54  48 101
-32 -372  35 -188
876 -299  -384 289
404 -233  797 -202
-85 -204  515 -71
-485 -14  142 218
-191 -507  -20 -455
-490 -194  249 -96
-67 -117  -447 84
37 371  -1264 -369
-6 -174  856 347
-127 415  -674 799
-678 -612  11 -290
-608 -210  -157 -335
-506 -332  241 -712
43 -337  -263 -164
-581 -358  654 1014
-158 520  -217 -505
-241 362  346 -360
-102 -542  234 -496
165 476  -326 120
64 413  -712 1282
-74 820  290 413
-278 270  74 -223
-53 -611  -745 -747
-487 -40  -351 -426
131 441  -586 664
240 -265  488 66
173 613  -291 627
696 592  -403 -303
-296 -505  -433 755
353 287  -449 -572
-85 -635  -905 -3
605 -242  50 161
-686 418  283 -41
109 -417  192 73
116 -56  -181 14
-718 -455  -779 64
-169 -499  -320 731
105 374  1007 -331
-69 969  705 68
-377 -153  -316 -793
-113 230  1182 272
-521 -411  319 -328
-581 -275  939 -46
-519 -77  327 -295
-66 234  743 112
-185 -389  97 237
429 -21  -399 74
-33 553  -1079 -1069
-66 -815  374 -19
-469 -929  225 357
-584 -286  717 -67
-152 -695  217 82
386 -740  -350 132
-589 -321  -102 -188
-118 25  -113 95
694 -167  695 -399
326 -199  -352 528
59 -82  -413 11
-524 471  -789 -158
-1247 -889  706 527
126 -316  -704 302
-1216 171  -68 498
1376 732  47 -207
211 -147  -1006 803
681 -480  226 888
-538 -246  -171 692
-633 51  333 754
-372 310  219 -223
-157 -595  -43 -1189
-57 93  -525 -793
-758 -704  482 -233
-432 -440  -762 298
251 -359  -61 312
-1170 852  -154 -429
-251 -142  257 333
-150 -84  92 -309
639 -134  -360 74
65 -377  827 -93
1052 358  -40 490
383 -729  -200 -266
-1036 -544  -229 -649
879 -418  104 -616
-938 -702  -225 -305
123 133  -993 -244
-771 5  -580 -912
-45 -298  525 808
202 284  -272 -315
262 -259  -253 -797
-747 41  757 -127
470 984  -346 568
-198 131  694 328
-329 -205  247 793
730 410  867 63
-212 615  719 282
-6 920  -473 373
-430 -54  -397 -756
82 250  -376 -599
53 -999  -417 -535
511 8  -40 155
714 -526  281 356
161 554  -11 -255
480 933  223 -408
-51 -140  -203 -667
-110 383  1006 737
-939 683  -30 -118
-116 -495  -570 -233
-621 506  -248 721
206 -542  145 -511
275 -284  358 -141
1014 -241  -345 -374
-940 -333  -577 -393
-92 402  -16 264
-24 -474  -195 282
162 704  -432 -910
-98 4  529 -153
208 970  -1616 -578
289 -127  -1111 239
-22 -299  210 1555
144 -370  -1052 -254
557 683  1055 -827
-193 155  704 -912
7 -474  -104 1443
173 58  144 -291
-133 362  -40 519
-711 -1491  -144 -1371
-132 406  565 -34
897 599  -15 405
-231 -25  104 967
354 -250  -140 -507
766 102  254 -266
-342 998  259 -10
600 -347  1062 212
303 -75  -443 109
16 290  547 611
-1203 -214  951 491
-437 -173  -934 688
-739 -145  -275 -628
804 -14  642 1366
-645 262  -265 -82
-2 -8  -422 -179
291 -422  -396 835
120 218  520 1244
648 521  -345 -406
-215 701  -150 464
-1068 845  -178 626
-186 -235  -253 408
-836 -579  -64 -566
205 -238  682 202
202 79  -875 -185
-156 -21  592 -198
450 -697  1047 -107
83 -483  144 -110
24 -263  -254 4
431 820  762 -250
-138 338  -536 -277
-125 1164  481 -136
-526 244  -857 -14
-855 133  -158 -464
-666 304  -15 428
-366 -485  563 928
796 -207  848 -375
-181 684  309 190
202 672  -325 -671
601 356  -957 893
171 50  -64 -526
440 311  573 1352
417 -657  -81 737
217 524  659 -504
-332 -244  -537 -724
486 -104  586 165
-56 -130  -611 372
203 -86  -424 -130
204 79  -209 915
-795 -539  -733 -132
88 -291  447 950
-162 -850  -296 -82
763 -4  -907 -8
-164 -21  154 -197
550 -196  -131 874
125 -568  -666 -35
-367 -293  -347 -84
452 -458  -250 -238
715 205  63 943
-313 107  160 618
-171 320  96 -247
-334 58  -13 -142
37 100  -5 -34
160 255  6 155
-1318 641  -525 586
-37 576  372 351
423 687  -730 -481
412 573  -58 -838
-282 582  385 -385
852 -238  322 82
682 -161  -15 -292
-482 897  -163 -326
349 -500  27 -73
-807 640  155 1079
-221 106  189 241
805 123  -321 819
-770 -3  1324 -352
361 297  425 893
97 -19  327 412
-87 -506  -265 642
-226 -487  200 -456
300 268  259 122
123 672  115 -856
177 -402  -173 -83
13 443  -190 -371
310 -33  140 -51
154 562  547 131
-240 -815  -470 370
-64 612  -1005 -409
-580 -74  721 -383
-561 -1456  142 -555
-85 396  282 1056
-289 378  -827 -183
757 -394  -69 625
31 365  -811 -749
-572 -105  -113 -522
-368 56  -360 -52
-336 372  15 -518
2 730  393 -523
-299 -606  -647 435
-407 549  584 -335
210 138  894 332
700 623  689 459
-109 411  3 -274
-463 180  481 -327
-477 -50  -518 -100
693 -570  -492 -254
-928 340  176 79
-232 -329  -153 4
31 -211  -204 -312
280 -397  -110 235
505 -618  104 -123
371 -110  -282 237
-342 919  -707 -11
211 -344  -97 -591
189 -728  -350 -191
-487 -990  93 802
575 -424  1001 406
737 -1390  252 423
-269 567  -273 -602
175 82  -406 -232
57 -1041  -713 11
181 -100  -130 -834
-205 -942  -436 340
804 -75  -86 -744
812 -296  358 211
-663 163  -17 -185
-616 68  -753 471
-435 463  -291 -539
11 -344  98 942
-36 183  -308 68
92 -3  -922 -218
488 -161  499 -259
245 -785  616 -22
-322 -588  -241 -915
-163 39  812 335
-541 532  -182 1133
-126 192  652 319
983 -309  -181 -244
137 351  -753 -1142
-522 -972  154 719
-682 -461  -44 -88
-320 -302  460 -594
325 346  -35 -1029
-901 -604  -13 930
-512 242  -362 -440
116 -8  -663 -222
-611 -341  291 -746
536 -861  319 97
-942 424  170 660
-1183 758  231 -481
-695 224  976 620
845 -1180  389 71
-261 108  -295 318
34 323  525 35
73 483  339 373
-352 570  373 520
-546 225  108 51
78 -206  -257 -97
-424 -162  148 -52
109 -292  687 543
195 -467  505 -401
162 -1323  -449 227
179 -485  -97 -141
-393 23  -965 -275
227 -513  916 730
-207 -192  344 -152
731 -496  59 -953
-816 -352  70 392
71 -183  1266 -232
-201 -63  -54 257
414 624  460 -780
-678 -189  716 -82
272 413  -286 -1016
-349 648  -614 955
-79 -238  -629 776
-372 -116  58 -171
-608 117  -25 -488
400 313  189 477
-169 232  46 -95
117 1044  -658 602
10 193  -135 -43
-296 366  -797 -93
-393 273  657 419
-534 -539  -443 -536
-547 257  214 -343
-164 103  533 -980
-595 246  218 -436
-655 -167  -54 87
-489 334  1131 -289
-338 225  389 -199
-230 40  -94 433
-134 -385  276 -469
-171 37  -1350 506
-1043 -109  -768 421
376 557  551 -309
-123 -280  -444 -2
257 -290  -1502 -766
-15 -277  -442 -521
751 -491  -1351 -875
270 -411  702 -738
268 -472  154 775
70 -963  -299 -549
172 -217  341 187
238 297  -74 725
-682 181  -900 356
29 -84  -266 575
-596 333  -23 1317
-393 -136  168 707
-21 -59  -63 440
242 60  159 613
-583 205  -727 270
318 -981  254 -72
419 157  -502 -19
-148 514  -820 -74
-620 -269  -44 -29
-448 -27  -1510 58
-299 1102  -350 -699
111 -315  371 -411
606 -100  555 -166
-446 -449  -327 -673
229 225  -355 -94
813 -127  130 -829
397 -426  61 -783
251 -1172  -462 -578
-452 -513  -416 -436
-86 802  309 679
-396 -60  -160 -664
31 -113  -685 39
-88 456  49 -49
-625 724  207 383
155 -439  199 279
-507 418  167 450
432 -318  -200 74
-40 -22  379 -166
105 -738  68 162
-345 -304  586 650
-191 862  -99 -141
379 323  -669 1412
-241 -169  -1413 -298
374 245  220 -12
-1197 281  -1023 -1138
-436 290  -87 753
672 556  1295 -332
-24 -1242  684 -340
-168 382  251 940
-575 -210  577 -313
-408 -509  -96 126
-916 -1  88 413
-91 -238  747 -1754
265 -482  191 619
-274 -173  -251 -548
-86 -155  -285 -498
-347 527  64 -8
179 -127  -442 -15
428 168  29 -663
27 306  -7 -123
403 -40  -160 782
-481 -23  -1086 -546
-55 -41  -202 -676
1284 -438  -690 38
-159 -1269  1220 1004
-9 -228  687 148
-264 -252  318 132
1601 99  -4 -623
-141 -1218  -825 -313
-82 -62  -180 107
-153 505  -429 -240
-886 434  449 -324
-768 413  -403 -165
75 368  287 -584
137 237  173 -573
-466 132  344 422
-532 -345  1034 848
-269 47  730 -134
-21 123  -1355 313
-338 -106  252 167
-747 -232  -609 -26
-483 -808  -13 496
178 -168  -223 -731
-406 44  114 -452
604 741  -560 -389
-713 -202  -365 525
365 -465  -373 -332
1095 183  -331 -1093
556 780  1521 -283
199 488  -244 -572
-550 -683  778 550
129 -93  212 -171
245 -760  25 192
601 -557  572 316
502 375  532 -467
-74 727  516 -390
-129 -1  1032 117
-20 142  -14 -190
-23 -162  56 -91
-389 296  -1134 1052
-251 742  -1062 -337
-824 -133  404 44
-760 -350  -78 -966
-306 -516  -183 -474
-108 -1144  1171 -518
-229 628  7 -615
234 -530  94 -209
-95 -194  64 -160
-122 -1085  -155 -382
-352 207  -754 -380
477 367  -743 -1175
-320 338  -525 462
649 786  48 -471
231 -158  -435 351
-1045 461  -27 -127
-792 -460  77 -183
-283 39  722 122
163 629  -93 -558
387 -1209  639 706
924 -207  -226 -617
-1631 58  541 89
-524 605  303 1285
1186 529  -299 -1359
-750 -146  304 433
-449 -419  86 -203
-240 -15  416 747
-79 178  -475 -703
936 330  -199 513
-470 -746  -156 456
-195 -10  738 -342
418 5  529 74
636 115  256 493
-49 -1096  -477 395
324 1072  -296 164
-871 -407  513 -364
1142 503  393 -1028
-71 500  322 110
1299 -640  378 -284
488 -285  -526 71
-378 242  191 255
-202 -336  -597 87
-106 -233  -58 -273
287 -452  382 -342
-92 -455  -26 -199
-180 235  -892 208
452 346  -568 182
663 -777  -815 654
847 183  -1205 -584
-535 465  368 53
974 -161  640 253
234 336  -598 -703
-202 151  -258 1063
-80 275  -708 348
490 164  -40 -715
486 936  -31 -346
-110 -292  545 243
-186 626  629 -75
-526 -500  1115 224
209 502  -432 -736
448 -340  -39 117
-859 65  976 -1102
549 -551  -303 -492
47 -794  549 546
370 -443  -282 863
-12 362  -795 211
-841 709  -442 830
-65 -836  -205 6
869 312  615 311
342 -1114  -477 380
230 5  -174 219
-683 -462  -262 111
467 341  238 -1367
-503 1012  24 403
30 285  42 -92
491 31  -283 345
388 575  -406 102
-161 -87  -445 232
605 269  112 489
755 -138  -299 294
-49 120  327 235
794 -403  661 -470
469 -438  141 -3
-359 -226  -59 781
-768 -139  566 449
396 -1505  -781 28
435 26  440 -732
-86 -227  -236 -556
103 64  -668 -438
257 702  -587 -497
-42 -933  -898 715
561 922  -374 99
-49 -737  391 16
485 1021  -183 316
-130 47  -532 974
315 -313  627 -218
-361 -86  742 -832
-111 -42  187 -735
-562 31  -213 790
219 -1184  457 -182
191 -438  828 350
-269 293  53 -184
1027 1015  -193 1181
1043 1189  -77 -820
-793 -263  338 -242
304 503  -219 92
-313 -235  -540 196
-683 -790  333 -57
-735 -133  939 -56
546 -938  50 -344
-780 -666  68 -602
-289 180  710 -569
-540 191  -579 -597
-192 663  -535 990
-214 -396  -78 759
-31 -256  681 457
206 704  -1174 -250
-215 214  -477 -697
550 -211  246 -717
-129 -561  -865 311
-681 619  -187 569
-985 -181  241 -258
347 -467  -141 -624
769 -1001  -571 90
-26 227  290 1001
-1287 761  -220 132
-453 750  433 766
726 -605  -17 582
631 -22  -1279 241
-75 -841  -330 -759
364 284  619 98
-217 471  -374 -129
594 417  82 322
417 -1021  -10 -317
95 67  -814 85
345 -524  -69 -491
334 255  -704 1
468 398  141 -384
534 -3  -360 531
-221 -9  410 354
-173 1101  -610 -75
-520 46  -1187 597
-291 163  108 659
-893 -275  -177 100
-183 372  -638 -619
901 -193  -46 -8
-53 -739  1266 99
-194 439  -515 230
-610 964  753 -59
-98 237  -8 87
426 186  -734 -965
403 528  739 76
522 1  -399 -721
106 47  265 -151
189 170  -688 -374
-477 -392  98 299
-125 250  897 123
-1239 -270  21 -100
210 -455  369 664
521 431  254 -88
898 902  697 703
-131 863  -144 -237
-248 -288  -77 40
-296 461  -315 -358
-170 118  -385 -551
27 82  -336 -343
-388 626  -438 -817
-578 -591  -58 255
-39 527  -590 154
722 88  -484 -539
1170 370  417 465
-383 -228  -294 50
-41 -169  -230 -110
-317 -287  1055 -472
837 214  120 545
-83 -294  183 -22
1049 569  1029 -212
320 306  107 -178
-304 -81  721 -50
309 -323  343 493
10 871  -934 -350
-582 -324  614 -659
-20 -499  -46 -346
202 546  -197 -128
486 24  845 -602
653 -71  125 765
38 400  625 -777
237 -909  159 147
77 266  -106 -261
-832 533  -1068 -321
596 200  646 50
482 -144  163 540
-962 858  388 185
511 -324  -108 -40
634 -161  -132 467
515 -124  -898 -278
-118 -343  2 487
-227 -102  -737 -141
43 545  424 536
-243 702  39 391
249 249  -200 103
-761 -640  714 -218
