379 -375  -233 -500
-11 -457  -78 -405
-442 686  -540 -259
533 -732  -717 -780
-395 491  -426 520
199 1029  1109 275
460 353  -627 111
-197 461  -411 322
-630 363  325 73
-671 364  130 454
54 462  -17 820
570 -262  438 -669
330 576  -237 156
611 -544  379 649
-53 554  -324 148
-690 -1165  -26 -100
514 98  357 448
331 -214  1161 -773
-128 311  753 -941
573 350  47 219
471 305  -380 452
-592 -780  549 266
-79 562  -169 887
-26 -395  102 -813
81 -1045  -242 432
160 -846  523 -159
641 -273  471 -263
-745 993  286 -13
-322 -210  -389 -352
210 -66  -754 313
787 670  -14 -80
-113 72  -671 127
-1 490  -754 93
583 -385  376 409
175 484  457 -229
781 -828  41 -940
-295 936  522 48
157 -20  175 -1151
64 257  -761 277
-98 1348  398 363
-352 893  880 64
-493 -114  577 -488
-146 218  -758 -661
-116 18  -822 599
-438 553  -666 -281
165 432  81 -237
486 102  183 -560
310 -281  -1221 178
533 62  -219 -318
489 -7  160 17
-621 14  61 512
1031 943  -231 -326
-267 783  -107 724
-475 -1350  552 -211
1434 -1096  -285 401
48 153  -227 0
-1007 -327  79 -65
1193 63  -182 384
792 195  -341 -390
-1545 175  -742 -89
561 -398  414 -297
249 -93  1218 394
443 698  124 -315
-124 146  624 756
-404 -941  -1017 377
586 -606  814 -187
-210 -85  -740 1295
146 -243  -23 -135
7 -1163  801 -318
-595 305  -527 -895
-697 -25  -154 164
532 -148  189 -15
214 -537  1 -212
25 351  431 181
145 -62  61 719
-142 820  -972 -197
-480 242  93 -976
-600 -185  56 -543
589 -713  -18 -797
672 650  -330 -1055
-679 440  1065 -781
130 620  984 654
1465 109  -85 275
-518 235  396 667
187 -798  -237 -161
673 1014  -458 -203
69 242  -1004 -220
-157 261  -365 822
232 284  -593 -181
783 -127  627 -442
271 880  -449 -828
-754 134  1128 230
-108 -231  499 -500
51 -82  200 -716
-885 270  -209 200
468 -495  -113 -345
-373 -148  -206 442
-121 -368  14 -569
-443 -707  355 -425
378 783  153 -498
-1049 -535  388 -461
759 -82  525 -369
871 -674  -291 546
816 -654  -264 562
-276 559  -826 -387
42 254  -786 -284
-1128 156  562 221
-13 110  638 -104
-556 -318  622 795
250 272  -220 -176
116 -93  19 405
100 142  -389 -318
-369 309  897 -633
-655 -148  -374 606
-742 1048  -192 103
-1047 845  178 -884
-138 -1573  138 -176
-30 1508  -71 -256
632 140  757 -167
-144 -1  340 717
-1308 -945  816 340
393 940  69 -757
-515 -229  186 -368
-359 -777  -170 -349
100 790  370 -202
281 74  -274 387
-109 -212  -107 -382
-472 -415  -53 123
318 -801  -42 672
-438 -333  850 590
10 -453  -971 549
134 256  621 957
543 -440  -772 630
1062 1649  143 -957
-664 -127  1174 -267
964 89  -122 -959
136 165  729 508
27 259  -330 -503
-513 996  -71 -8
-243 623  -391 384
-115 -292  -287 296
607 -248  -350 -18
-118 -573  -707 -641
-801 -807  -73 -501
1108 526  -70 128
-342 -731  507 -307
243 219  134 221
-385 918  -212 -30
-122 -352  116 659
-671 330  -831 331
-315 814  31 -470
-712 -437  863 774
-176 -464  -798 -283
1159 623  -540 483
-591 410  62 324
-638 242  -146 -573
815 193  636 -379
-652 -123  -615 -828
-710 860  -420 246
799 -900  -1 -628
-288 292  269 -559
397 226  83 605
277 1020  135 -41
288 -238  -159 202
144 -317  -280 676
-402 358  -33 27
-514 158  -186 -730
328 125  14 575
-482 174  423 -804
338 -262  509 568
76 -469  -683 -359
623 -94  1426 84
341 -171  -3 103
227 -657  -556 139
13 234  -562 -574
112 1  -571 685
205 601  -2 202
-710 200  427 -425
376 -730  -567 -335
601 -233  -8 -383
-321 -239  -296 86
-9 113  1271 1181
1218 -758  114 -429
-584 -430  -597 356
380 -793  721 521
-1162 -828  -410 527
-353 551  -15 410
779 -75  190 180
248 292  729 162
98 -442  -174 442
247 -401  245 1177
357 -80  310 -1003
74 0  -164 806
366 -285  -155 10
763 -897  299 -186
119 -122  -207 189
557 217  1109 -955
-215 215  205 610
-499 499  -1068 389
964 113  36 -81
77 1190  -223 -601
57 -198  412 32
-874 -270  630 -503
1221 -201  491 -524
291 505  129 -330
-373 287  -340 483
77 -1270  239 -90
580 485  216 -380
305 -280  -490 517
175 84  341 406
264 -629  -681 -29
-607 302  -684 -198
9 112  532 -9
-236 -1297  -335 55
866 19  -118 523
767 241  -250 484
-322 381  201 194
13 -848  321 -724
-224 649  453 -29
434 -631  -459 326
-100 -94  -55 -421
31 -61  136 183
600 -511  1121 -508
-291 -103  179 -373
-220 -559  -166 -329
-45 47  -448 815
581 551  -1290 -420
-231 -443  93 354
207 -262  519 323
-231 -387  215 278
-51 43  363 -62
-560 175  447 161
-343 1268  264 -435
371 302  286 506
722 -610  346 -5
170 118  677 572
-931 -28  -337 -440
3 -624  112 1450
-912 570  10 896
-542 -486  -51 -713
-627 -36  -147 287
-13 -606  564 -752
121 182  515 346
-142 -95  -579 -640
-220 -180  306 9
-945 46  1479 74
-107 801  533 -123
-569 -215  820 400
454 369  573 -586
-344 473  127 -651
-202 280  177 -286
-537 -292  -200 -102
190 504  739 1077
89 16  -441 405
762 55  412 -544
-372 -38  -901 -797
582 429  -1355 -838
-345 -761  -34 -393
-454 -235  -481 -668
-458 461  573 259
-1075 802  966 -906
-112 -315  444 -258
177 -10  99 900
-702 -213  -343 49
109 531  649 -192
-404 33  -412 -682
-224 -1234  -6 -591
-964 -526  344 331
-511 253  -798 186
167 441  -526 599
-103 535  765 2
-491 -84  -46 -529
-1013 -10  102 -206
-178 704  -470 7
-886 1085  -566 -117
165 -137  623 300
825 28  294 -181
264 1180  59 307
340 57  794 8
121 882  -1281 -31
492 -590  147 915
-301 -685  677 215
713 1065  -172 642
-100 -187  68 629
155 -25  -390 -644
-210 -147  -145 -442
164 -720  112 512
152 -851  -1479 722
342 607  599 -301
-152 -907  -572 -127
691 -307  -18 -732
826 -320  -622 -605
-418 -458  -448 -705
-92 -751  445 -427
-950 689  -1087 838
682 -670  -1197 -419
-166 -617  -664 260
-360 453  -675 343
-70 172  55 -41
-257 4  101 102
-90 -566  124 -274
-383 347  -610 -704
552 -791  45 115
-360 -955  -483 -243
-248 -237  820 296
239 444  -142 -537
-6 1017  -607 -374
-811 -780  62 -558
-1275 326  -852 556
190 -146  233 -786
-88 616  1233 -166
28 20  79 -67
649 27  528 52
-455 -409  -427 -25
60 -156  552 632
-664 415  911 -295
215 -599  -116 276
431 -876  -44 -921
286 -1348  1205 372
-233 -598  -703 -549
-1004 -26  265 63
-303 -154  1128 337
66 774  157 -192
664 -838  -394 937
-57 -409  5 204
160 -682  96 -178
95 -115  267 -90
-158 73  -319 864
509 20  1217 -491
-1168 -351  -914 123
289 43  192 -765
-145 142  -1496 -457
-332 -193  -68 -200
-205 -137  1511 227
-872 -475  -149 -483
-473 -72  608 -408
-464 -747  -53 -744
60 -180  -809 70
-409 326  -143 246
263 -662  823 -59
1337 -1335  649 -1070
66 -84  -545 752
422 -855  690 219
-570 -316  -677 -1036
81 -349  -970 -173
386 675  112 277
-953 648  -292 69
-275 -587  635 798
-43 676  367 0
-1230 -408  -170 324
-1217 -92  -228 -861
-183 555  118 611
205 125  -8 52
-666 -180  -659 -772
662 776  222 -242
1 252  -28 17
-103 -130  875 46
-566 304  129 301
-33 -699  864 -201
455 169  -1093 -518
701 -224  648 -96
-473 612  224 -793
-1030 464  -106 635
801 389  -3 204
-209 537  65 180
-108 -327  285 -1253
-173 -33  120 1307
-766 194  -16 -151
267 -162  469 -75
45 -55  59 -68
-304 -372  649 -671
427 -350  580 100
-269 -75  1080 161
192 47  -72 -580
-304 -285  -347 -578
-432 360  69 -903
672 -186  405 140
-173 -415  -188 282
-421 -127  745 -395
-89 -545  -76 -111
1047 274  -606 -365
-334 -959  -178 764
450 -646  -597 -107
169 615  -535 -69
572 -151  846 -276
-289 837  -140 301
647 -597  102 426
-188 500  110 -169
237 -323  -642 -699
-75 185  -471 -321
-183 718  -468 -12
-1555 808  -33 1417
-195 -164  465 -1055
70 455  641 108
-220 -171  566 -285
1047 -535  -16 960
-1006 180  -266 -278
-301 342  56 792
-1195 798  655 -1319
395 -159  -90 -435
-127 -55  230 -553
258 356  -384 -440
114 -112  -165 -305
-257 208  887 -282
17 -316  -65 530
794 787  -326 652
532 -399  437 -578
-1097 192  -657 896
1308 -394  526 -163
426 864  284 365
325 347  621 -308
-483 1096  -246 -389
258 313  162 -62
-101 -233  259 -335
603 334  217 -91
282 -13  -195 659
-274 705  -564 738
161 -298  -658 -255
-57 -443  860 338
-358 1237  -252 -158
-363 546  538 1008
-553 104  671 945
-338 -859  1075 335
-533 -294  -114 -437
-301 -414  -400 -551
-502 -353  -288 -79
257 129  -276 -338
308 -209  736 -634
-980 265  -333 -318
84 -161  -692 -1140
-4 895  246 427
-178 2  317 -325
-185 -569  673 -1194
701 331  704 174
574 -113  410 -126
105 860  -226 444
265 386  369 500
-466 -439  -358 84
170 -779  -820 -593
-678 -427  182 271
38 522  -204 266
-102 -215  239 -568
164 -311  -179 -117
-723 70  -296 -977
308 586  -207 -43
-517 388  246 630
-281 45  126 -625
101 516  73 -40
-233 641  -201 418
-239 62  139 -1064
-423 186  -167 110
-711 -711  -389 964
156 160  -141 499
-242 -113  413 -127
-55 132  336 559
-727 -452  392 10
90 -743  100 -182
-90 304  33 787
-28 -108  -419 559
-232 -129  18 166
95 -204  -44 -367
-374 -237  380 75
-83 174  -818 157
-197 -773  119 -549
-683 348  141 11
466 -547  -169 -1163
-371 -382  711 788
167 4  349 283
-448 114  -28 -546
476 574  600 1443
246 -1280  803 -21
616 32  -261 -15
161 -241  -136 -390
107 1223  -173 520
356 405  -368 -210
-254 -431  1348 206
772 168  49 -292
335 -20  -1085 83
558 115  287 287
-632 -89  1165 49
232 -1291  -586 -653
-622 355  -49 263
349 -413  -329 -915
-849 -776  9 -156
-586 179  -659 104
-85 -229  209 890
-93 -132  281 225
-299 -651  -2 30
-78 187  -478 -932
-312 -20  18 16
759 360  1059 154
1252 -410  -9 468
344 231  693 239
-427 516  -639 46
452 262  -16 477
-184 1354  328 -460
-168 -4  465 -11
101 1080  84 594
-143 859  -354 83
110 946  -44 -186
626 -341  -412 -316
-717 425  -607 209
-401 -102  -410 -583
585 -950  -552 -47
-339 -242  -60 508
-52 -465  35 -14
349 78  560 87
601 36  -405 -76
-292 37  207 361
-678 -153  -163 -1095
-479 -136  -4 -52
171 77  -3 -979
-448 -3  54 -316
169 -423  84 413
408 -219  -103 703
220 -610  -888 472
-1058 244  340 77
89 916  -61 -1200
-1236 459  778 734
-129 106  -469 508
-403 -66  -195 -76
535 36  -152 -174
-901 -120  -79 -227
-169 97  -147 -362
248 832  -105 -648
252 -160  -308 -832
412 277  -220 562
504 -316  -702 -893
-96 424  175 15
-486 1031  408 -841
-124 -722  79 -747
-1135 516  -245 -502
183 421  -780 275
772 -298  -692 -426
651 -561  -426 -168
-724 -406  269 762
615 385  526 -820
924 -491  270 178
-1036 93  283 501
-82 -409  -694 -30
258 -544  -360 -545
500 189  -238 522
-71 -458  -604 -52
194 50  117 300
1089 524  35 368
272 614  31 -874
-145 -409  -340 -913
136 177  797 -159
-77 -38  -983 234
-310 -702  -532 -491
170 -242  783 424
-765 210  22 14
-634 -108  -286 602
73 -267  147 -406
288 224  229 312
-106 -15  38 -324
383 -205  -341 242
907 -270  -543 492
464 561  75 -134
452 -114  347 -227
242 309  128 -171
410 -328  501 130
-89 -809  -688 -1104
-104 -542  1181 -521
-367 5  -233 13
-178 -52  55 -169
1136 241  139 -629
-21 -774  -680 -150
225 -52  -37 -874
-390 394  -790 189
405 78  222 1145
111 495  -632 680
-349 -282  -433 -251
-35 413  -246 -581
-278 510  -56 -22
-349 296  220 522
337 113  56 418
113 33  349 145
-808 324  413 236
752 -120  989 98
-216 -585  164 -29
282 99  1387 -489
-432 502  -115 92
572 -291  -1131 -64
-348 -247  -527 -375
-67 416  -336 -562
260 -381  550 120
804 -743  -460 -202
90 279  -1026 395
-162 1764  -324 765
860 258  -270 479
-369 404  -124 394
206 114  33 -611
305 455  23 216
-572 394  551 -149
453 556  402 169
153 825  -2 235
865 -250  -353 -805
-573 739  12 -85
892 910  -454 -373
44 471  80 -158
190 794  197 -483
-435 -914  126 -374
133 905  -751 -477
-235 -760  -448 456
296 -29  -169 618
44 -336  461 -91
306 95  456 -1339
-305 57  -154 -694
290 385  -444 535
-167 -588  764 397
-596 -578  -332 -558
-718 1249  224 -343
-83 -103  344 219
114 699  -842 165
1211 -444  309 -224
-296 -712  -162 937
415 -173  426 -194
1022 -282  289 93
-123 -477  -548 -214
-585 150  784 -408
-662 -481  1632 -15
-580 60  -403 645
-47 935  56 -476
-874 -806  266 -497
-69 149  -580 276
691 -743  348 -1237
19 308  -135 415
293 -404  45 -21
-599 442  243 664
-528 -68  100 214
-1050 -29  730 -96
-44 1063  -331 573
166 32  -639 -510
-145 331  333 -384
-584 220  443 -1145
521 1219  682 -547
-186 694  1173 -162
-341 -196  462 -878
608 144  470 -1169
298 659  -67 -860
-979 324  154 65
-230 -243  91 -1010
431 1345  407 618
561 980  620 -398
-880 506  110 334
-235 -98  -4 5
-595 -9  41 332
837 222  977 47
-478 154  858 -231
-508 -178  156 -70
174 322  818 402
-92 -941  706 -375
311 211  -347 -18
705 -165  -415 -486
256 122  70 494
139 1006  -520 445
848 -563  358 -501
-7 330  28 22
-845 554  296 -107
144 -39  472 513
-403 117  -248 -363
-835 -1456  -220 -373
696 -378  153 -64
11 -134  598 -103
-767 -434  -294 460
316 -205  396 -515
319 -133  -490 106
359 828  336 628
387 585  -176 453
-101 919  1276 312
366 35  528 -419
256 -564  -52 -445
133 227  170 684
-303 107  93 239
157 89  956 276
-1129 437  -686 137
57 322  950 -230
-44 -584  121 64
389 -632  651 427
1358 309  1243 -109
-134 -241  336 -821
305 -318  -44 -923
-713 -393  -564 954
-668 -326  -537 -720
910 444  1213 -980
-29 1133  264 -119
-478 -179  -262 -197
-17 350  -400 -479
622 -332  -322 -216
293 -574  270 203
-152 -128  -497 -456
309 -70  -738 -341
-349 362  -362 -430
-735 -528  622 686
40 -140  -321 -161
229 -207  -765 -185
-112 -794  9 -659
-709 -226  248 134
1110 241  -340 -35
290 137  -565 696
-410 -217  472 -460
182 359  -571 -32
486 47  174 845
923 -135  667 778
394 143  585 116
-32 1156  -112 842
159 -342  -903 115
478 236  -838 967
-539 527  155 175
167 -268  111 -323
-827 -374  626 -542
-97 86  -345 -545
-805 425  -201 -111
619 -102  54 -57
308 192  161 491
-125 -256  -59 55
-1016 -379  -530 -187
166 -12  -171 424
243 354  -23 -112
-47 592  -272 -543
-539 -204  -30 544
929 396  -324 -389
846 373  353 232
-733 124  -699 -214
-632 259  43 -252
-375 342  -761 -324
878 548  616 -339
1036 -596  344 -107
-66 -342  -334 -358
216 367  1327 586
-1038 -686  134 -446
-64 -399  405 -1418
-693 -77  -204 289
102 650  -986 -956
67 -585  -432 -48
426 586  536 96
523 -865  -131 -775
-253 -1041  43 -731
207 -595  303 270
-196 33  -541 845
106 493  515 -59
760 -297  766 -255
-293 338  -106 2
51 1249  182 342
-635 153  -131 -1236
-23 435  769 435
-356 -720  100 -351
-127 458  -549 -231
-287 950  -964 -301
958 -189  -584 228
-270 -96  -397 -1057
710 1056  -78 69
490 470  215 586
-226 -245  -228 -175
555 1000  -401 2
423 753  430 -138
887 -367  -468 671
44 -300  -628 -193
-23 -894  187 1071
291 -476  186 241
-356 67  739 -909
606 -488  -316 151
-45 421  124 356
1004 349  -326 774
-534 140  6 -337
-498 225  -163 -727
419 269  -494 813
-269 -130  93 290
1184 576  337 -429
682 -41  475 143
13 -325  70 -649
121 -405  81 216
1463 -552  -240 218
-851 -254  577 908
-400 77  -328 -380
569 -248  -213 -43
-198 -277  1105 -405
496 -198  -843 -775
33 692  59 748
442 185  -172 -646
-560 55  -371 290
-314 599  721 232
796 -485  -13 370
-120 -845  195 -659
-157 89  -165 -399
-494 735  419 285
721 -553  503 -78
219 26  50 179
268 -323  -12 -1063
534 374  549 752
2 193  -178 1482
990 155  835 -613
-276 -148  -140 119
451 807  53 -162
-576 62  385 629
-1116 -183  -374 -104
-151 714  -231 -240
-161 343  68 -672
-79 894  16 574
-124 817  -552 -208
187 -264  -159 -520
-272 -793  -836 311
345 224  -106 -565
349 476  425 -461
414 -370  -74 477
-332 -656  664 42
-351 -88  -1205 -932
626 -338  343 241
-551 -712  231 420
130 -723  123 -91
-406 -427  533 329
660 435  467 571
-1300 -563  -281 -723
-212 -512  -557 -59
197 8  302 215
-329 -731  162 -811
-700 200  219 475
-536 -577  -438 -1098
349 -3  651 93
-284 234  45 352
-129 130  -150 325
812 -654  159 439
-160 646  -168 -682
828 -308  1746 1076
381 -452  -395 -704
-583 702  295 450
1138 1037  -5 306
-1458 847  336 -439
3 33  -478 430
-932 -353  761 619
-1289 -296  104 626
56 535  612 834
502 -189  -311 243
675 441  -498 9
-265 -565  -67 -285
114 1174  -23 101
41 769  210 -12
-843 -668  617 787
-1195 507  -439 -399
729 35  -170 -807
-322 519  79 505
-136 369  418 111
624 442  863 336
-361 -308  -406 -547
-117 -288  259 -222
719 161  -895 433
397 -225  84 -496
269 204  1014 -132
-155 -136  -377 -442
208 -601  685 169
254 121  719 -928
-207 -592  -353 -173
411 -337  -481 249
-199 182  -382 271
745 -99  -397 -254
308 129  -230 -225
-434 -721  1443 829
-1191 571  294 -487
68 -244  -99 1109
-448 14  413 -350
117 427  -539 98
-22 678  -434 -143
177 388  -136 -514
-660 -487  223 -200
-488 -757  -238 -472
-214 597  -397 672
-141 185  705 86
99 279  -677 -74
741 -24  -589 435
-495 92  256 698
607 -977  196 -400
-398 -159  527 546
366 -119  -1283 -378
6 -555  -69 -445
-360 526  302 6
288 1592  -611 -416
385 482  69 562
-539 54  -319 -295
774 -459  -446 -95
913 549  462 -175
-1276 -523  -41 -943
657 -317  -771 -335
-397 438  452 -211
865 -55  89 28
789 -58  -649 740
-197 484  444 18
-205 -467  679 -262
-11 18  -178 215
-333 -227  118 318
385 -248  -288 -458
327 153  100 11
-474 -538  -1002 -505
17 -591  -115 -351
-167 437  528 265
341 568  160 -23
219 524  -393 348
267 536  796 8
765 -122  798 -355
-223 -90  184 240
-321 -504  133 -100
103 958  -301 256
-597 -138  0 -1026
414 -340  1045 221
347 283  -825 302
621 483  -675 374
-334 -120  197 -101
317 853  -440 1027
-481 148  -230 462
-402 0  301 -870
100 152  565 790
84 66  -460 -28
-39 -132  -434 417
586 -832  -476 277
-600 204  120 211
-75 444  -1012 78
153 -1179  -897 -205
-752 59  1160 -138
193 510  110 -674
227 867  -509 -87
-316 -520  -201 -425
-787 -3  -205 -215
-1093 66  618 -113
-717 -1011  812 -312
632 -3  -60 -235
-293 158  9 245
-23 638  -609 673
443 -1026  -114 -547
-352 -387  -978 -428
-381 -651  79 -743
-532 -202  486 961
133 1027  -532 -809
142 -422  -119 -187
-502 165  -603 681
793 -671  -66 85
771 -9  484 604
404 223  -70 279
541 -611  169 1113
75 526  38 258
-109 -113  -491 231
612 -362  -683 673
-767 702  364 -282
-179 -726  -1166 -71
136 80  -45 439
-120 94  945 -480
436 248  -330 455
-678 329  1130 226
-753 725  -925 -430
-192 -675  -370 -411
-714 14  -34 -624
-223 766  378 323
140 301  -176 -521
362 -151  -800 -317
1532 -522  598 -875
-417 -310  214 407
-1179 195  428 1130
29 -456  -174 523
109 -815  -226 -526
-601 14  168 523
-771 -284  358 -803
168 -2  151 -375
-36 -188  -979 232
-393 -374  892 469
-442 126  11 560
-584 585  -384 474
58 -36  -406 -61
352 579  997 765
610 -578  163 517
-266 -177  -797 597
-164 -31  181 -1318
-491 -451  656 356
391 655  -41 -646
-288 -253  1101 22
1053 94  -471 8
12 -383  -135 95
719 -166  -209 28
-431 -468  351 189
107 -396  318 -555
374 -17  -1425 -528
361 129  52 -147
970 -488  -171 -42
-192 407  140 -210
236 392  -168 -417
-615 -30  561 572
424 -327  -272 1235
-585 -370  46 528
404 -474  -328 338
263 -130  104 1107
-526 -77  -169 76
-43 147  422 -234
-161 -472  -265 389
-28 1113  107 -328
259 23  561 -12
-232 400  -69 -316
620 -71  352 -274
30 56  -680 326
176 183  808 -84
321 189  -63 -299
-683 -17  582 61
-453 -432  415 252
203 217  165 -381
-605 148  -612 -600
-356 -486  681 -982
547 813  -481 -1197
-302 511  -196 -263
250 653  -571 990
531 540  66 636
-398 -660  -686 104
-364 -638  -335 501
51 323  366 368
-1089 28  -24 81
-48 853  576 -498
169 105  443 -202
-559 188  -258 318
616 214  477 -306
409 -812  854 12
302 280  -665 373
-47 532  -230 -334
1304 -403  139 -284
280 1163  274 -354
-101 822  -472 -743
397 976  -142 -815
-873 286  -901 10
94 423  -546 402
-305 646  -76 -550
971 678  -472 359
-329 1077  572 699
-315 170  464 31
617 5  215 488
166 1540  678 -226
255 425  309 1190
-562 -772  -643 12
-827 -688  -49 216
-721 -394  -442 565
236 363  900 839
34 300  -218 515
-542 -682  1008 413
-124 -845  468 263
-566 1588  385 1491
446 -690  302 -332
-26 -203  -1606 -110
-237 -151  -346 -626
-273 -440  322 126
617 483  -417 -90
387 432  -57 -16
-99 469  -889 -557
-82 375  -397 582
-38 -611  754 374
1118 -340  -305 -791
-299 -524  -683 -504
-1069 -394  541 -145
-501 -315  117 -798
394 -123  636 29
311 19  471 -309
-686 344  -459 626
60 -343  5 727
570 -861  529 -365
860 132  336 963
-443 -118  426 -341
191 -1153  -788 51
-369 182  546 944
436 -507  -1374 359
-192 -808  85 -526
105 305  -1045 292
-835 -222  645 -467
-616 -674  219 -1222
185 -343  787 -379
-236 234  -110 734
-504 85  638 -87
-821 -168  -166 -458
697 1171  262 146
196 -1535  139 238
-790 -4  620 -608
-88 -268  477 -405
1382 238  -263 180
224 36  -99 -22
-697 -1250  743 216
-554 418  575 -403
92 -74  510 61
-311 531  -477 406
985 -365  -923 345
-281 -537  216 -314
257 -494  -291 -350
269 -283  101 356
1132 331  610 939
658 344  138 -10
-114 471  245 595
-16 57  -569 -762
53 -663  -103 173
309 -316  62 -385
291 1176  237 58
-40 787  419 -482
419 -129  378 892
-662 -614  -54 44
302 229  -198 -30
-1166 -336  376 -37
-316 755  202 -255
367 -1230  904 358
-158 -513  695 719
-87 -23  307 546
-634 -23  -242 7
604 384  -585 -286
401 377  -331 487
261 -611  -1105 332
-200 -717  -44 244
-215 -96  500 -491
-212 -277  577 -482
1477 712  -123 -1057
322 -234  -415 262
161 851  487 -276
-408 399  -171 930
-362 -733  -81 416
-438 -214  -96 355
566 535  230 -634
-838 -841  -304 508
-243 40  358 -1090
-246 -152  -504 575
-962 -544  -91 221
538 217  38 659
-86 80  -165 -327
-366 90  582 -372
162 -49  -63 -388
-135 -74  -315 279
63 581  -254 -89
186 -330  -692 -159
-453 308  -468 538
-1234 671  -496 520
-399 133  292 -622
539 -530  -186 -246
525 636  -149 609
-211 342  593 1025
-3 -421  119 -175
-475 574  1409 174
479 -234  60 -313
-405 -431  -132 -601
206 436  -937 -197
272 -355  568 -183
-127 87  -228 1019
-647 -314  1146 494
971 -433  287 -789
212 39  127 -54
462 -1126  329 535
-362 769  -413 589
-58 -270  -262 -494
450 44  -1058 -565
685 -419  447 512
419 569  220 132
-14 413  -112 -142
736 -426  286 121
-261 -164  401 -462
-1102 -86  -709 70
606 623  677 -581
558 502  -370 257
-485 117  -362 499
-202 736  -190 918
312 852  -153 332
99 -129  788 -361
-638 80  90 -514
-63 -335  210 -497
-240 221  -26 -592
-24 191  438 1255
621 466  -155 -522
640 -304  747 -120
-363 -98  685 219
-233 729  849 402
20 -179  381 527
-558 -373  126 -405
179 -802  455 -67
991 -296  508 -330
-255 626  341 776
-729 -254  -320 287
70 -688  -574 -523
153 953  -212 -17
-896 836  -581 509
321 -392  -443 386
-326 -667  977 -60
178 752  149 -713
593 148  -475 474
483 -194  -178 466
-39 -17  -373 -541
227 -271  519 347
-108 913  -90 111
204 75  -794 66
654 -950  264 464
-819 -153  104 596
-212 -259  -143 492
402 -822  568 458
-81 98  479 589
204 -456  188 -18
823 -211  236 -1032
-291 59  -253 471
359 527  137 66
-65 549  263 151
-338 511  -537 120
-140 -1222  -8 -158
-1680 -531  539 -90
-414 112  -609 210
151 -276  -1435 -719
15 152  547 32
-519 -673  0 -265
262 150  270 -948
-573 395  -328 263
-341 414  -531 -686
379 -915  -307 492
530 -213  -922 1241
1080 596  435 -178
-27 -872  -611 -287
208 453  -138 454
-1136 544  156 535
-501 673  922 634
-496 -676  95 415
-622 149  -321 720
344 -13  -234 696
282 -134  159 100
-2 -218  337 601
227 -303  354 -258
915 584  158 -326
-39 -201  -146 -388
-381 -140  467 -678
5 -478  82 105
-1056 1587  -740 -868
559 77  -234 -544
-468 861  -253 -477
-679 -296  722 -186
9 -548  332 -520
-399 139  351 -381
-246 427  -196 -59
899 -794  -69 -254
-589 -664  194 203
-31 485  -122 197
63 -108  738 614
-307 -782  169 -513
-530 151  1399 605
515 112  2 409
95 -1262  932 -507
479 -337  -288 -266
144 -49  497 971
64 483  265 -912
134 -126  -1264 573
-568 -692  -544 -879
577 -550  -156 47
-93 632  256 200
-303 -292  228 -688
-928 301  -1007 -371
-993 366  -60 436
399 201  461 386
491 232  225 -357
-1098 -294  -18 -101
259 -367  -308 1051
-109 -495  454 -875
-255 -117  223 -103
-226 616  -80 -882
-1040 -279  1029 -277
627 464  179 -96
769 100  636 -744
37 250  428 -57
173 404  -164 701
42 88  -306 -406
-468 -269  105 622
786 -715  333 758
325 -590  345 262
556 -363  707 166
-145 -349  -174 411
-613 -1132  109 1637
321 -1253  690 484
207 606  -334 -399
172 1010  -1077 -657
200 -227  705 10
-108 -328  933 391
9 1470  97 -255
1000 -33  -684 -108
232 487  -111 496
-758 -891  38 936
-515 -481  495 -347
-234 -81  -332 -510
-701 -764  893 255
95 -113  372 73
-104 -185  691 -3
445 -1308  28 524
288 -392  -569 -714
1157 -510  620 -178
-168 698  35 668
-835 -493  615 661
762 185  -197 -398
-711 -880  -208 491
429 1082  80 -298
-394 -822  -53 141
-237 1171  -100 -219
-353 -836  878 -392
-729 -231  112 -503
-168 -57  239 -184
-29 1008  554 -224
-322 341  515 1377
-364 -272  -727 158
-364 159  1019 -963
-804 114  494 179
605 232  69 230
-343 225  -893 -15
21 -531  -486 -854
103 -670  58 -285
-389 93  -286 -371
-10 -250  -109 709
551 -350  -116 67
-204 388  386 -181
-1127 429  -756 259
-25 38  -450 -183
-252 -310  426 -625
100 24  782 -581
205 -151  1068 -950
-256 -744  -666 574
-348 -142  -293 -301
8 -357  831 545
476 -117  -690 492
329 223  32 -150
-296 -68  -45 -681
-86 651  -596 86
47 -486  -609 1123
-775 -656  -519 -427
219 -189  -136 -879
266 -700  -213 -225
-861 -55  248 1114
-1220 -305  180 -997
343 -1326  -35 -4
-137 25  807 105
253 -323  537 483
222 -1254  -496 -258
99 -1384  924 -229
1247 -45  515 -894
371 1  1160 -157
373 176  -827 1010
236 214  749 534
-44 -265  -985 813
-123 470  583 -121
-164 -3  1096 -363
-820 -546  -957 -233
116 -127  -410 325
-996 -374  -588 -27
-663 762  -297 -216
339 -121  -246 530
-1063 -691  -419 -524
495 205  -539 -166
-1193 51  517 -206
-504 -119  -395 -755
-31 -884  374 162
-201 205  -911 -238
991 688  15 343
29 775  -481 260
-162 643  -242 77
-52 -139  13 64
-429 148  -99 -655
-317 142  172 464
433 152  -294 -269
638 -577  63 121
-351 152  8 965
-912 -339  -616 571
-737 -1059  847 -939
-278 -105  -460 333
48 -1228  -707 842
-57 1330  806 208
148 107  192 297
-955 214  1093 -129
-497 -41  -344 161
143 643  -385 -633
647 -345  694 22
145 319  970 -1075
349 518  271 160
765 -77  -145 -259
